Year,OverallPick,Name,age,height,pos,COLLEGE,SEASON,ncaaG,ncaaMP,ncaaFGM,ncaaFGA,ncaaFGPER,ncaaM2PM,ncaa2PA,ncaa2PER,ncaa3PM,ncaa3PA,ncaa3PER,ncaaFTM,ncaaFTA,ncaaFTPER,ncaaTRB,ncaaAST,ncaaSTL,ncaaBLK,ncaaTOV,ncaaPF,ncaaPTS,nbaG,nbaMP,nbaPTS,nbaTRB,nbaAST,nbaFGPER,nba3PER,nbaFTPER,nbaMP_G,nbaPTS_G,nbaTRB_G,nbaAST_G,nbaWS,nbaWS_48,nbaBPM,nbaVORP
2016,54,Kay Felder,21.092,69,Guard,Oakland University,2015-16,35,1286,8.4,19,0.44,6,12.4,0.485,2.4,6.7,0.355,7.4,8.8,0.848,4.6,10.1,2.1,0.2,3.7,3.2,26.5,42,386,166,41,58,0.392,0.318,0.714,9.2,4,1,1.4,0,0.004,-6.1,-0.4
2016,21,DeAndre Bembry,21.36,78,Big,Saint Joseph's University,2015-16,36,1341,7.1,14.8,0.479,6.1,11,0.553,1,3.8,0.266,3.5,5.3,0.657,8.3,4.8,1.5,0.9,2.2,2.6,18.7,38,371,101,59,28,0.48,0.056,0.375,9.8,2.7,1.6,0.7,0.3,0.038,-4.3,-0.2
2016,52,Joel Bolomboy,22.152,81,Big,Weber State University,2015-16,33,1041,7.4,12.9,0.573,6.6,10.8,0.613,0.8,2.1,0.364,6.1,8.8,0.697,15.9,1.3,0.9,1.5,3,2.8,21.7,12,53,22,17,2,0.563,0.25,0.5,4.4,1.8,1.4,0.2,0.2,0.171,-0.8,0
2016,27,Pascal Siakam,22.145,81,Big,New Mexico State University,2015-16,34,1176,9.3,17.3,0.538,9.2,16.8,0.549,0.1,0.5,0.2,4.7,6.9,0.678,13.4,2,1.2,2.6,2.3,3.1,23.4,55,859,229,186,17,0.502,0.143,0.688,15.6,4.2,3.4,0.3,1.6,0.089,-1.1,0.2
2016,10,Thon Maker,19.123,13,,,,,,,,,,,,,,,,,,,,,,,,,562,226,114,23,0.459,0.378,0.653,9.9,4,2,0.4,1.3,0.113,-1.5,0.1,
2016,19,Malik Beasley,19.214,77,Guard,Florida State University,2015-16,34,1014,7.3,15.5,0.471,5.1,9.9,0.518,2.2,5.6,0.387,4.1,5,0.813,7.1,2,1.3,0.2,2.3,3,20.9,22,165,83,17,11,0.452,0.321,0.8,7.5,3.8,0.8,0.5,0.2,0.057,-3.9,-0.1
2016,60,Tyrone Wallace,22.019,77,Guard,University of California,2015-16,28,901,6.7,15.2,0.442,5.6,11.5,0.488,1.1,3.7,0.298,4.4,6.8,0.649,6.6,5.5,1.2,0.5,3.3,2.8,19,,,,,,,,,,,,,,,,
2016,28,Skal Labissiere,20.102,83,Big,University of Kentucky,2015-16,36,567,6.9,13.4,0.516,6.9,13.3,0.521,0,0.1,,2.9,4.4,0.661,8,0.8,0.6,4.2,2.3,7.6,16.7,33,612,289,162,27,0.537,0.375,0.703,18.5,8.8,4.9,0.8,1.3,0.099,-2.6,-0.1
2016,22,Malachi Richardson,20.175,78,Guard,Syracuse University,2015-16,37,1272,4.8,12.9,0.37,2.3,5.9,0.39,2.5,7,0.353,3.6,4.9,0.72,5,2.4,1.3,0.3,2.5,2.9,15.6,22,198,79,23,11,0.412,0.286,0.789,9,3.6,1,0.5,0.1,0.028,-5.5,-0.2
2016,17,Wade Baldwin,20.091,75,Guard,Vanderbilt University,2015-16,33,1002,5.4,12.6,0.427,3.8,8.6,0.437,1.6,4,0.406,6.2,7.7,0.799,5.3,6.9,1.6,0.4,3.6,3.4,18.6,33,405,106,46,61,0.313,0.136,0.838,12.3,3.2,1.4,1.8,-0.4,-0.045,-5.8,-0.4
2016,33,Cheick Diallo,19.288,81,Big,University of Kansas,2015-16,27,202,6.5,11.5,0.569,6.5,11.5,0.569,0,0,,3,5.3,0.556,13.5,0.2,1.4,4.6,3.4,7.5,16,17,199,87,73,4,0.474,,0.714,11.7,5.1,4.3,0.2,0.5,0.111,-5.6,-0.2
2016,55,Marcus Paige,22.291,73,Guard,University of North Carolina,2015-16,34,1075,5.2,13.2,0.398,2.5,5.4,0.459,2.8,7.7,0.356,2.7,3.5,0.774,3.2,4.7,1.5,0.6,1.6,1.9,15.9,,,,,,,,,,,,,,,,
2016,1,Ben Simmons,19.343,82,Big,Louisiana State University,2015-16,33,1151,7.5,13.4,0.56,7.5,13.3,0.561,0,0.1,0.333,6.9,10.3,0.67,13.5,5.5,2.3,0.9,3.9,3.2,22,,,,,,,,,,,,,,,,
2016,38,Patrick McCaw,20.247,78,Guard,University of Nevada Las Vegas,2015-16,33,1113,6,13,0.465,3.6,6.3,0.571,2.4,6.7,0.366,2.9,3.8,0.774,6.1,4.6,2.9,0.5,2.4,2.6,17.5,71,1074,282,101,77,0.433,0.333,0.784,15.1,4,1.4,1.1,1.7,0.077,-1.7,0.1
2016,9,Jakob Poeltl,20.257,85,Big,University of Utah,2015-16,36,1093,8.3,12.9,0.646,8.3,12.9,0.646,0,0,,6,8.7,0.692,12,2.6,0.8,2,2.7,3,22.7,54,626,165,165,12,0.583,,0.544,11.6,3.1,3.1,0.2,1.6,0.126,-0.6,0.2
2016,30,Damian Jones,20.364,82,Big,Vanderbilt University,2015-16,33,866,8.5,14.4,0.59,8.5,14.3,0.595,0,0.1,,4.2,7.8,0.536,10.5,1.8,0.4,2.5,3,5,21.2,10,85,19,23,0,0.5,,0.3,8.5,1.9,2.3,0,0,0.018,-9.6,-0.2
2016,29,Dejounte Murray,19.282,77,Guard,University of Washington,2015-16,34,1139,7.1,17.1,0.416,5.9,12.9,0.457,1.2,4.1,0.288,3.9,5.8,0.663,7.1,5.3,2.2,0.4,3.9,3.2,19.2,38,322,130,42,48,0.431,0.391,0.7,8.5,3.4,1.1,1.3,0,0.004,-4.8,-0.2
2016,12,Taurean Prince,22.099,79,Big,Baylor University,2015-16,34,1040,7.2,16.7,0.432,5.2,11,0.469,2,5.7,0.361,4.3,5.6,0.774,7.9,3,1.7,1,3.5,3.3,20.8,59,981,335,157,55,0.4,0.324,0.787,16.6,5.7,2.7,0.9,1.1,0.054,-2.3,-0.1
2016,48,Paul Zipser,22.131,13,,,,,,,,,,,,,,,,,,,,,,,,,843,240,125,36,0.398,0.333,0.775,19.2,5.5,2.8,0.8,0.5,0.03,-3.7,-0.4,
2016,57,Wang Zhelin,22.16,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,15,Juan Hernangomez,20.274,13,,,,,,,,,,,,,,,,,,,,,,,,,842,305,187,29,0.453,0.411,0.75,13.6,4.9,3,0.5,1.8,0.104,-1.3,0.1,
2016,32,Ivica Zubac,19.102,13,,,,,,,,,,,,,,,,,,,,,,,,,609,284,159,30,0.529,0,0.653,16,7.5,4.2,0.8,1.1,0.086,-2.5,-0.1,
2016,45,Demetrius Jackson,21.295,73,Guard,University of Notre Dame,2015-16,35,1258,6.1,13.6,0.451,4.4,8.4,0.525,1.7,5.2,0.331,3.6,4.4,0.813,3.8,5.2,1.4,0.3,2.4,2.2,17.6,5,17,10,4,3,0.75,1,0.5,3.4,2,0.8,0.6,0.1,0.386,6.4,0
2016,18,Henry Ellenson,19.166,82,Big,Marquette University,2015-16,33,1107,7,15.7,0.446,5.9,12,0.495,1.1,3.8,0.288,5.2,6.9,0.749,11.6,2.1,1,1.8,2.8,3,20.3,19,146,60,41,7,0.359,0.286,0.5,7.7,3.2,2.2,0.4,-0.2,-0.071,-8.2,-0.2
2016,20,Caris LeVert,21.308,79,Guard,University of Michigan,2015-16,15,464,7.1,14,0.506,4.6,8.4,0.546,2.5,5.6,0.446,4.7,5.9,0.794,6.9,6.4,1.3,0.3,2.2,1.6,21.3,57,1237,468,188,110,0.45,0.321,0.72,21.7,8.2,3.3,1.9,1.8,0.07,-1.1,0.3
2016,13,Georgios Papagiannis,18.36,13,,,,,,,,,,,,,,,,,,,,,,,,,355,124,86,20,0.549,0,0.857,16.1,5.6,3.9,0.9,0.4,0.058,-2.7,-0.1,
2016,11,Domantas Sabonis,20.056,82,Big,Gonzaga University,2015-16,36,1149,8.3,13.6,0.611,8.1,13.1,0.621,0.2,0.5,0.357,5.2,6.8,0.769,14.8,2.2,0.8,1.1,3.2,4,22,81,1632,479,287,82,0.399,0.321,0.657,20.1,5.9,3.5,1,0.7,0.022,-4.9,-1.2
2016,31,Deyonta Davis,19.208,82,Big,Michigan State University,2015-16,35,650,7.3,12.2,0.598,7.3,12.2,0.598,0,0,,1.4,2.3,0.605,11.8,1.6,0.6,3.9,1.8,4.9,16.1,36,238,58,60,2,0.511,,0.556,6.6,1.6,1.7,0.1,0.5,0.097,-3.6,-0.1
2016,16,Guerschon Yabusele,20.194,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,26,Furkan Korkmaz,19.155,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,49,Michael Gbinije,24.024,79,Big,Syracuse University,2015-16,37,1403,6.4,13.9,0.461,3.8,7.3,0.523,2.6,6.6,0.392,3,4.6,0.663,4.3,4.5,2,0.4,3,2.8,18.4,9,32,4,3,2,0.1,0,1,3.6,0.4,0.3,0.2,-0.1,-0.136,-10.4,-0.1
2016,44,Isaia Cordinier,19.212,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3,Jaylen Brown,19.247,79,Big,University of California,2015-16,34,939,6.9,16.1,0.431,5.7,11.8,0.482,1.3,4.3,0.294,6,9.2,0.654,7.8,2.9,1.2,0.9,4.5,4.6,21.2,78,1341,515,220,64,0.454,0.341,0.685,17.2,6.6,2.8,0.8,1.5,0.053,-4,-0.7
2016,4,Dragan Bender,18.223,13,,,,,,,,,,,,,,,,,,,,,,,,,574,146,103,23,0.354,0.277,0.364,13.3,3.4,2.4,0.5,-0.3,-0.029,-4.3,-0.3,
2016,2,Brandon Ingram,18.299,81,Guard,Duke University,2015-16,36,1246,6.9,15.5,0.442,4.3,9.3,0.464,2.6,6.3,0.41,3.7,5.5,0.682,7.8,2.3,1.3,1.6,2.3,2.4,20,79,2279,740,317,166,0.402,0.294,0.621,28.8,9.4,4,2.1,-0.3,-0.007,-3.8,-1.1
2016,7,Jamal Murray,19.125,77,Guard,University of Kentucky,2015-16,36,1267,7.7,17,0.454,4.1,8.2,0.502,3.6,8.7,0.408,3.8,4.8,0.783,5.9,2.5,1.1,0.3,2.7,2.4,22.7,82,1764,811,214,170,0.405,0.334,0.883,21.5,9.9,2.6,2.1,1.4,0.038,-2.5,-0.2
2016,39,David Michineau,22.023,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,51,Ben Bentil,21.092,80,Big,Providence College,2015-16,35,1198,8.2,17.8,0.462,6.5,12.5,0.517,1.7,5.3,0.329,6.5,8.3,0.782,8.9,1.3,1,1.2,2.2,3.2,24.6,3,10,0,2,0,0,0,,3.3,0,0.7,0,-0.1,-0.473,-26.9,-0.1
2016,5,Kris Dunn,22.103,75,Guard,Providence College,2015-16,33,1088,6.8,15.1,0.448,5.2,11,0.477,1.5,4.2,0.372,4.9,7,0.695,6.5,7.6,3,0.7,4.3,3.4,19.9,78,1333,293,166,188,0.377,0.288,0.61,17.1,3.8,2.1,2.4,0.1,0.004,-2.2,-0.1
2016,56,Daniel Hamilton,20.325,79,Guard,University of Connecticut,2015-16,36,1147,5.5,14.3,0.387,3.9,9.4,0.416,1.6,5,0.331,3,3.5,0.86,11.2,5.9,1.3,0.5,3,2.3,15.7,,,,,,,,,,,,,,,,
2016,14,Denzel Valentine,22.225,77,Guard,Michigan State University,2015-16,31,1022,8,17.4,0.462,4,8.2,0.481,4.1,9.2,0.444,3.2,3.7,0.853,9.1,9.4,1.3,0.3,3.3,2,23.3,57,976,291,151,63,0.354,0.351,0.778,17.1,5.1,2.6,1.1,0.6,0.031,-2.8,-0.2
2016,41,Stephen Zimmerman,19.292,85,Big,University of Nevada Las Vegas,2015-16,26,680,6,12.6,0.477,5.7,11.6,0.492,0.3,1,0.294,3.7,5.9,0.624,13.4,1.3,0.8,3,3.2,4.6,16,19,108,23,35,4,0.323,,0.6,5.7,1.2,1.8,0.2,0,-0.005,-7.3,-0.1
2016,37,Chinanu Onuaku,19.239,82,Big,University of Louisville,2015-16,31,762,7.2,11.6,0.62,7.2,11.5,0.623,0,0.1,,1.7,2.9,0.589,13.8,2.7,1.3,3.3,3.4,4.8,16.1,5,52,14,10,3,0.714,,1,10.4,2.8,2,0.6,0.1,0.123,-0.6,0
2016,53,Petr Cornelie,20.338,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,43,Zhou Qi,20.164,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,36,Malcolm Brogdon,23.2,77,Guard,University of Virginia,2015-16,37,1263,7.3,15.9,0.457,4.9,9.8,0.498,2.4,6.1,0.391,4.4,4.9,0.897,4.8,3.6,1.1,0.3,1.6,2.4,21.4,75,1982,767,213,317,0.457,0.404,0.865,26.4,10.2,2.8,4.2,4.1,0.1,-0.5,0.8
2016,35,Rade Zagorac,20.321,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,40,Diamond Stone,19.138,83,Big,University of Maryland,2015-16,35,807,8.3,14.6,0.568,8.3,14.6,0.568,0,0,,5.1,6.6,0.761,9.3,0.7,0.9,2.7,2.6,4,21.6,7,24,10,6,0,0.231,,1,3.4,1.4,0.9,0,-0.1,-0.211,-24.1,-0.1
2016,47,Jake Layman,22.114,81,Big,University of Maryland,2015-16,36,1112,5,10.1,0.5,3,4.9,0.61,2.1,5.2,0.396,2.8,3.4,0.832,6.8,1.5,1.4,1.3,2.2,2.5,15,35,249,78,24,11,0.292,0.255,0.765,7.1,2.2,0.7,0.3,-0.3,-0.054,-7.4,-0.3
2016,46,A.J. Hammons,23.306,85,Big,Purdue University,2015-16,33,813,9.8,16.5,0.592,9.5,16,0.594,0.3,0.5,0.545,4.4,6.2,0.709,13.3,1.8,0.4,4.1,3.2,3.8,24.3,22,163,48,36,4,0.405,0.5,0.45,7.4,2.2,1.6,0.2,0,-0.001,-5.6,-0.1
2016,25,Brice Johnson,22.002,81,Big,University of North Carolina,2015-16,40,1121,9.5,15.5,0.614,9.5,15.5,0.614,0,0,,5.1,6.6,0.783,14.8,2.1,1.5,2.1,2.5,3.8,24.2,3,9,4,3,1,0.286,,,3,1.3,1,0.3,0,-0.164,1.3,0
2016,42,Isaiah Whitehead,21.113,76,Guard,Seton Hall University,2015-16,34,1098,7.1,18.7,0.379,4.1,10.6,0.39,3,8.1,0.365,5.4,7.1,0.76,4.4,6.3,1.5,1.8,4.3,2.8,22.5,73,1643,543,184,192,0.402,0.295,0.805,22.5,7.4,2.5,2.6,-0.8,-0.023,-4.9,-1.2
2016,58,Abdel Nader,22.277,78,Big,Iowa State University,2015-16,35,1088,5.9,12.4,0.478,4,7.2,0.553,1.9,5.1,0.371,2.9,3.9,0.736,6.4,2,1.4,0.8,2.9,3.6,16.6,,,,,,,,,,,,,,,,
2016,8,Marquese Chriss,18.361,81,Big,University of Washington,2015-16,34,848,8.4,15.9,0.53,7.5,13.1,0.568,1,2.8,0.35,4.2,6.1,0.685,8.6,1.2,1.5,2.6,3.3,6.5,22.1,82,1743,753,348,60,0.449,0.321,0.624,21.3,9.2,4.2,0.7,1.8,0.05,-1.6,0.2
2016,50,Georges Niang,23.012,80,Big,Iowa State University,2015-16,35,1162,9.7,17.8,0.546,7.8,12.9,0.605,1.9,4.9,0.392,3.3,4.1,0.807,7.5,4,1.1,0.8,3.2,3.8,24.7,23,93,21,17,5,0.25,0.083,1,4,0.9,0.7,0.2,-0.3,-0.168,-12.1,-0.2
2016,6,Buddy Hield,22.194,76,Guard,University of Oklahoma,2015-16,37,1309,9.2,18.4,0.501,4.7,8.5,0.552,4.5,9.8,0.457,5.4,6.1,0.88,6.5,2.3,1.3,0.6,3.5,2.3,28.3,82,1888,866,269,121,0.426,0.391,0.842,23,10.6,3.3,1.5,1.3,0.032,-2.8,-0.4
2016,24,Timothe Luwawu,21.051,13,,,,,,,,,,,,,,,,,,,,,,,,,1190,445,148,75,0.402,0.311,0.854,17.2,6.4,2.1,1.1,0.8,0.034,-4,-0.6,
2016,34,Tyler Ulis,20.175,69,Guard,University of Kentucky,2015-16,35,1288,6,13.7,0.434,4.3,8.8,0.486,1.7,5,0.344,5.2,6.1,0.856,3.3,7.6,1.6,0.1,2.1,2,18.8,61,1123,444,95,226,0.421,0.266,0.775,18.4,7.3,1.6,3.7,0.7,0.029,-4,-0.6
2016,23,Ante Zizic,19.175,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,59,Isaiah Cousins,22.108,76,Guard,University of Oklahoma,2015-16,37,1232,5.5,13.5,0.406,3.4,8.4,0.403,2.1,5.1,0.411,2.1,3.1,0.67,5.4,5.5,1.7,0.3,2.9,2,15.2,,,,,,,,,,,,,,,,
2015,20,Delon Wright,23.065,77,Guard,University of Utah,2014-15,35,1165,5.7,11.1,0.509,4.8,8.6,0.554,0.9,2.5,0.356,5.3,6.3,0.836,5.9,6.1,2.5,1.2,2.3,1.7,17.5,54,675,253,85,88,0.434,0.349,0.756,12.5,4.7,1.6,1.6,1.7,0.12,0.5,0.4
2015,13,Devin Booker,18.242,78,Guard,University of Kentucky,2014-15,38,816,6.6,14.1,0.47,3.8,7.2,0.527,2.8,6.9,0.411,2.6,3.1,0.828,3.7,2.1,0.8,0.1,1.8,2.8,18.7,154,4838,2774,436,468,0.423,0.354,0.835,31.4,18,2.8,3,3.9,0.038,-2.6,-0.8
2015,4,Kristaps Porzingis,19.332,13,,,,,,,,,,,,,,,,,,,,,,,,,4211,2224,1001,191,0.436,0.346,0.811,30.5,16.1,7.3,1.4,8.9,0.101,0.2,2.3,
2015,39,Juan Pablo Vaulet,19.099,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,27,Larry Nance Jr.,22.18,13,,University of Wyoming,,,,,,,,,,,,,,,,,,,,,,,2708,798,681,140,0.526,0.239,0.717,21.5,6.3,5.4,1.1,5.7,0.102,0.4,1.7,
2015,53,Sir'Dominic Pointer,23.055,78,Guard,St. John's University,2014-15,33,1143,6.1,11.7,0.524,6.1,10.8,0.56,0.1,0.9,0.08,3.5,4.8,0.725,8.9,3.4,2.2,2.8,2.3,3.5,15.8,,,,,,,,,,,,,,,,
2015,54,Dani Diez,22.084,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,24,Tyus Jones,19.05,73,Guard,Duke University,2014-15,39,1322,4.1,9.8,0.417,2.7,6.1,0.44,1.4,3.8,0.379,4.4,4.9,0.889,4.1,6.6,1.8,0.1,2.3,1.4,13.9,97,1347,365,114,264,0.389,0.333,0.744,13.9,3.8,1.2,2.7,1.9,0.066,-2.7,-0.2
2015,31,Cedi Osman,20.083,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,33,Jordan Mickey,20.356,80,Big,Louisiana State University,2014-15,31,1081,7.1,14,0.504,7,13.7,0.514,0,0.3,0.111,3.5,5.4,0.646,11.4,1.5,1.1,4.1,3.7,3,17.7,41,198,59,47,8,0.411,0,0.542,4.8,1.4,1.1,0.2,0.2,0.045,-4.4,-0.1
2015,23,Rondae Hollis-Jefferson,20.178,79,Big,University of Arizona,2014-15,38,1090,5.1,10.1,0.502,4.8,9,0.537,0.2,1.1,0.207,5.3,7.5,0.707,9.5,2.2,1.6,1.2,2.2,3.4,15.7,107,2376,842,606,197,0.438,0.235,0.744,22.2,7.9,5.7,1.8,3.8,0.076,-0.5,0.9
2015,46,Norman Powell,22.036,76,Guard,University of California Los Angeles,2014-15,36,1244,6.8,15,0.456,5.6,11.2,0.503,1.2,3.8,0.319,4.1,5.4,0.751,5.4,2.4,2.1,0.5,2.6,2.9,19,125,2093,909,279,129,0.441,0.351,0.797,16.7,7.3,2.2,1,4.3,0.1,-1.1,0.5
2015,48,Dakari Johnson,19.281,85,Big,University of Kentucky,2014-15,39,635,5,9.8,0.506,5,9.8,0.506,0,0,,5.7,9.1,0.625,11.3,1.8,0.9,2.3,2.6,4.3,15.6,,,,,,,,,,,,,,,,
2015,30,Kevon Looney,19.144,81,Big,University of California Los Angeles,2014-15,36,1113,5.4,11.5,0.47,4.6,9.6,0.481,0.8,1.9,0.415,3.3,5.3,0.626,11.9,1.8,1.7,1.2,1.6,3.7,15,58,468,144,134,29,0.526,0.273,0.618,8.1,2.5,2.3,0.5,1.5,0.155,-0.1,0.2
2015,22,Bobby Portis,20.14,83,Big,University of Arkansas,2014-15,36,1076,9.3,17.3,0.536,8.8,16.2,0.541,0.5,1.1,0.467,4.3,5.8,0.737,11.9,1.6,1.4,1.9,2.1,2.9,23.4,126,2102,873,632,87,0.455,0.324,0.696,16.7,6.9,5,0.7,3.9,0.088,-3.2,-0.6
2015,25,Jarell Martin,21.037,82,Big,Louisiana State University,2014-15,33,1159,7,13.7,0.509,6.5,11.9,0.545,0.5,1.8,0.269,4.8,7,0.69,10.5,2,1.3,0.8,3.2,3.2,19.3,69,938,318,248,23,0.419,0.333,0.759,13.6,4.6,3.6,0.3,1.4,0.073,-5.1,-0.7
2015,44,Andrew Harrison,20.245,78,Guard,University of Kentucky,2014-15,39,994,4.1,10.7,0.378,2.6,7,0.376,1.4,3.8,0.383,5.1,6.4,0.792,3.5,5.6,1.6,0.3,2.6,2.8,14.6,72,1474,425,136,198,0.325,0.276,0.763,20.5,5.9,1.9,2.8,1.6,0.051,-2.5,-0.2
2015,60,Luka Mitrovic,22.101,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,18,Sam Dekker,21.055,81,Big,University of Wisconsin,2014-15,40,1239,6.9,13.1,0.525,5.3,8.2,0.639,1.6,4.9,0.331,2.6,3.6,0.708,7.1,1.6,0.7,0.6,1.2,1.4,17.9,80,1425,504,285,76,0.473,0.321,0.559,17.8,6.3,3.6,1,3.1,0.105,-1,0.3
2015,38,Darrun Hilliard,22.078,78,Guard,Villanova University,2014-15,35,1007,6.8,15.3,0.44,3.6,7.2,0.5,3.1,8.1,0.387,3.3,4.1,0.796,4.3,2.9,2.5,0.5,1.7,3.1,19.9,77,764,279,78,60,0.385,0.323,0.735,9.9,3.6,1,0.8,0.3,0.02,-4.9,-0.5
2015,36,Rakeem Christmas,23.212,81,Big,Syracuse University,2014-15,31,1064,7.6,13.8,0.552,7.6,13.8,0.553,0,0,,5.1,7.2,0.712,10.6,1.8,1.1,2.9,2.9,3.9,20.4,30,225,63,57,4,0.467,,0.724,7.5,2.1,1.9,0.1,0.5,0.105,-4.1,-0.1
2015,57,Nikola Radicevic,21.066,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,45,Marcus Thornton,22.141,80,Big,College of William & Mary,2014-15,31,905,6,12.4,0.48,5.6,11.1,0.502,0.4,1.3,0.3,4.6,6.6,0.691,10,1.4,1,1.5,2,4.2,16.9,,,,,,,,,,,,,,,,
2015,35,Willy Hernangomez,21.034,13,,,,,,,,,,,,,,,,,,,,,,,,,1324,587,502,96,0.529,0.267,0.728,18.4,8.2,7,1.3,3.4,0.123,0,0.7,
2015,5,Mario Hezonja,20.125,13,,,,,,,,,,,,,,,,,,,,,,,,,2373,795,322,171,0.398,0.327,0.856,16.5,5.5,2.2,1.2,0.2,0.004,-4,-1.2,
2015,19,Jerian Grant,22.264,77,Guard,University of Notre Dame,2014-15,38,1408,5.8,12.1,0.478,4.4,7.6,0.572,1.4,4.5,0.316,4.8,6.2,0.78,3.3,7.2,1.8,0.5,2.3,2.1,17.8,139,2293,796,254,297,0.408,0.303,0.821,16.5,5.7,1.8,2.1,3.3,0.07,-2,0
2015,14,Cameron Payne,20.326,74,Guard,Murray State University,2014-15,35,1127,8.7,19.1,0.456,5.7,11.1,0.513,3,7.9,0.377,4.7,6,0.787,4.6,7.4,2.4,0.6,3.1,2.6,25.1,88,1160,443,133,163,0.378,0.32,0.75,13.2,5,1.5,1.9,1,0.042,-3.5,-0.4
2015,47,Arturas Gudaitis,22.011,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,21,Justin Anderson,21.223,78,Guard,University of Virginia,2014-15,26,724,5.7,12.2,0.466,3.1,6.5,0.479,2.6,5.7,0.452,3.5,4.5,0.78,5.8,2.5,0.9,0.8,1.7,1.7,17.5,130,1875,740,377,95,0.419,0.289,0.793,14.4,5.7,2.9,0.7,3,0.077,-1.4,0.3
2015,52,Satnam Singh,19.202,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,55,Cady Lalanne,23.069,82,Big,University of Massachusetts Amherst,2014-15,32,929,5.9,10.8,0.552,5.8,10,0.582,0.1,0.8,0.167,3.9,6.2,0.636,13.1,0.4,0.8,2.6,3.4,3.7,15.9,,,,,,,,,,,,,,,,
2015,6,Willie Cauley-Stein,21.316,85,Big,University of Kentucky,2014-15,39,1012,5.3,9.3,0.572,5.3,9.3,0.572,0,0,,3.1,5.1,0.617,9.9,1.5,1.9,2.6,1.9,3.1,13.8,141,2833,1074,692,117,0.544,0,0.659,20.1,7.6,4.9,0.8,6.8,0.115,-0.2,1.3
2015,15,Kelly Oubre,19.203,79,Guard,University of Kansas,2014-15,36,756,5.8,13.1,0.444,4,8.1,0.497,1.8,5,0.358,4.2,5.8,0.718,9.5,1.5,2.2,0.7,2.3,3.8,17.6,142,2276,737,393,60,0.423,0.296,0.716,16,5.2,2.8,0.4,2.5,0.053,-3.3,-0.8
2015,40,Josh Richardson,21.288,78,Guard,University of Tennessee,2014-15,32,1162,6.3,13.7,0.461,4.8,9.3,0.509,1.6,4.4,0.359,3.4,4.3,0.798,4.9,4,2.3,0.6,2.9,2.7,17.7,105,2721,880,275,213,0.414,0.374,0.729,25.9,8.4,2.6,2,4.7,0.083,0.3,1.6
2015,16,Terry Rozier,21.105,73,Guard,University of Louisville,2014-15,36,1260,6.8,16.5,0.411,5.3,11.6,0.456,1.5,5,0.306,4.4,5.6,0.79,6.3,3.4,2.3,0.2,2.5,2,19.5,113,1574,482,290,168,0.348,0.306,0.776,13.9,4.3,2.6,1.5,1.1,0.034,-3.3,-0.5
2015,34,Anthony Brown,22.263,78,Guard,Stanford University,2014-15,37,1320,5.3,12.4,0.431,2.9,6.9,0.424,2.4,5.4,0.441,3.5,4.4,0.795,7.8,2.8,0.8,0.2,2.2,2.4,16.6,40,758,158,103,27,0.324,0.278,0.85,19,4,2.6,0.7,-0.3,-0.019,-4.8,-0.5
2015,12,Trey Lyles,19.237,82,Big,University of Kentucky,2014-15,36,828,5.7,11.6,0.488,5.5,10.2,0.536,0.2,1.4,0.138,3.6,4.9,0.735,9.1,1.8,0.9,0.8,2,2.8,15.1,151,2540,928,534,129,0.4,0.343,0.708,16.8,6.1,3.5,0.9,3,0.057,-2.9,-0.6
2015,32,Montrezl Harrell,21.155,80,Big,University of Louisville,2014-15,35,1229,6.9,12.2,0.566,6.6,11,0.602,0.3,1.2,0.243,3.7,6.2,0.597,10.4,1.6,1.1,1.4,2.2,2.4,17.9,97,1443,667,284,81,0.651,0.125,0.599,14.9,6.9,2.9,0.8,5,0.166,0.2,0.8
2015,10,Justise Winslow,19.095,78,Big,Duke University,2014-15,39,1135,6.1,12.5,0.486,4.5,8.7,0.516,1.6,3.9,0.418,3.5,5.5,0.641,8.9,2.9,1.8,1.2,2.5,3.8,17.3,96,2857,698,497,183,0.4,0.258,0.665,29.8,7.3,5.2,1.9,2.4,0.041,-1.1,0.7
