Year,OverallPick,Name,age,height,pos,COLLEGE,SEASON,ncaaG,ncaaMP,ncaaFGM,ncaaFGA,ncaaFGPER,ncaaM2PM,ncaa2PA,ncaa2PER,ncaa3PM,ncaa3PA,ncaa3PER,ncaaFTM,ncaaFTA,ncaaFTPER,ncaaTRB,ncaaAST,ncaaSTL,ncaaBLK,ncaaTOV,ncaaPF,ncaaPTS,nbaG,nbaMP,nbaPTS,nbaTRB,nbaAST,nbaFGPER,nba3PER,nbaFTPER,nbaMP_G,nbaPTS_G,nbaTRB_G,nbaAST_G,nbaWS,nbaWS_48,nbaBPM,nbaVORP
2012,52,Ognjen Kuzmic,22.049,13,,,,,,,,,,,,,,,,,,,,,,,,,164,35,38,8,0.52,,0.6,4.4,0.9,1,0.2,0.2,0.061,-2.5,0,
2012,60,Robert Sacre,23.028,85,Big,Gonzaga University,2011-12,33,868,5.4,10.6,0.511,5.4,10.5,0.515,0,0.1,,6.9,9.1,0.761,9.6,1.1,0.6,2.2,2.8,3.3,17.7,189,2745,787,593,126,0.436,0,0.671,14.5,4.2,3.1,0.7,2.4,0.042,-3.1,-0.8
2012,15,Maurice Harkless,19.053,80,Guard,St. John's University,2011-12,32,1155,6.7,14.8,0.452,6.1,12.1,0.506,0.6,2.7,0.215,3.3,4.8,0.676,9.6,1.6,1.8,1.6,2.8,2.6,17.2,356,8278,2646,1326,311,0.471,0.315,0.596,23.3,7.4,3.7,0.9,12.7,0.073,-0.3,3.4
2012,38,Quincy Miller,19.227,81,Big,Baylor University,2011-12,37,903,6.1,13.7,0.447,5,10.6,0.475,1.1,3.1,0.348,4.1,5,0.816,8.1,2.3,1.1,1.1,2.9,3.1,17.4,69,934,295,169,37,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-4,-0.5
2012,3,Bradley Beal,19.005,75,Guard,University of Florida,2011-12,37,1267,5.5,12.4,0.445,3.5,6.5,0.541,2,5.9,0.339,4.2,5.5,0.769,7.9,2.6,1.6,1,2.5,2.4,17.2,324,10774,5728,1152,1003,0.441,0.399,0.796,33.3,17.7,3.6,3.1,21.9,0.098,0.3,6.2
2012,18,Terrence Jones,20.176,81,Big,University of Kentucky,2011-12,38,1115,6.3,12.7,0.5,5.8,10.9,0.528,0.6,1.8,0.327,3.6,5.7,0.627,9.8,1.8,1.8,2.4,2.2,3.3,16.8,232,5557,2429,1330,237,0.501,0.299,0.622,24,10.5,5.7,1,14.8,0.128,0.2,3
2012,26,Miles Plumlee,23.306,82,Big,Duke University,2011-12,34,697,5.1,8.4,0.61,5.1,8.4,0.61,0,0,,2.8,4.4,0.632,13.9,1,1,1.8,2.4,4.5,13,273,4567,1380,1295,116,0.53,,0.564,16.7,5.1,4.7,0.4,9.2,0.097,-1.5,0.5
2012,56,Tomislav Zubcic,22.178,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,2,Michael Kidd-Gilchrist,18.28,79,Big,University of Kentucky,2011-12,40,1245,5.1,10.5,0.491,4.7,8.8,0.535,0.4,1.6,0.255,4.6,6.2,0.745,9.5,2.4,1.3,1.2,2.8,3.1,15.3,283,7668,2582,1805,369,0.47,0.206,0.712,27.1,9.1,6.4,1.3,15.5,0.097,-0.9,2.1
2012,42,Doron Lamb,20.24,76,Guard,University of Kentucky,2011-12,40,1249,5.6,11.8,0.474,3.2,6.6,0.481,2.4,5.2,0.466,3.9,4.8,0.826,3.5,1.9,0.6,0.1,1.4,2.3,17.6,100,1272,345,95,75,0.381,0.394,0.7,12.7,3.5,1,0.8,0.1,0.005,-5.9,-1.2
2012,44,Kim English,23.283,78,Guard,University of Missouri,2011-12,35,1175,5.8,11.2,0.521,3.2,5.4,0.589,2.7,5.8,0.459,3,4.1,0.725,5,1.9,1.5,0.3,2,2.8,17.3,41,407,119,37,26,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2
2012,45,Justin Hamilton,22.094,85,Big,Louisiana State University,2011-12,33,990,6.4,12.9,0.494,6.3,12.4,0.503,0.1,0.5,0.25,4.3,5.5,0.781,9.6,1.2,1,1.7,2.3,3.4,17.2,113,1961,687,403,91,0.464,0.308,0.798,17.4,6.1,3.6,0.8,3.7,0.091,-0.3,0.8
2012,22,Fab Melo,22.014,85,Big,Syracuse University,2011-12,30,763,5.1,9.1,0.566,5.1,9.1,0.566,0,0,,2,3.1,0.633,9.2,1.1,0.8,4.6,2.3,4.5,12.3,6,36,7,3,0,0.5,,0.25,6,1.2,0.5,0,0,0.021,-5.8,0
2011,53,DeAndre Liggins,23.089,78,Guard,University of Kentucky,2010-11,38,1201,3.7,8.8,0.424,2.5,5.7,0.442,1.2,3.1,0.391,2.3,3.5,0.648,5.1,3.2,1.5,0.9,1.8,3.1,10.9,119,1183,245,177,74,0.414,0.348,0.558,9.9,2.1,1.5,0.6,1.1,0.044,-1.8,0.1
2011,28,Norris Cole,22.258,74,Guard,Cleveland State University,2010-11,36,1285,7.8,17.8,0.439,6.2,13.2,0.473,1.6,4.6,0.342,7.1,8.3,0.853,6.5,5.9,2.5,0.1,3,2.7,24.3,360,8018,2506,702,981,0.407,0.324,0.743,22.3,7,2,2.7,3,0.018,-4,-4
2011,58,Ater Majok,23.36,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,57,Targuy Ngombo,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,37,Trey Thompkins,21.039,82,Big,University of Georgia,2010-11,30,937,8.3,17.2,0.481,7.3,14,0.52,1,3.2,0.311,3.5,5.1,0.689,9.8,1.8,1.4,2.1,3.2,2.9,21,24,119,57,24,3,0.393,0.308,0.714,5,2.4,1,0.1,0,0.004,-8.9,-0.2
2011,8,Brandon Knight,19.208,75,Guard,University of Kentucky,2010-11,38,1363,6.4,15.1,0.423,3.8,8.3,0.461,2.6,6.8,0.377,4,5,0.795,4.5,4.7,0.7,0.2,3.5,2.4,19.3,382,11939,5820,1277,1629,0.415,0.357,0.812,31.3,15.2,3.3,4.3,11.6,0.047,-1.2,2.3
2011,12,Alec Burks,19.343,78,Guard,University of Colorado,2010-11,38,1193,8.4,17.9,0.469,7.5,14.7,0.508,0.9,3.2,0.292,8.3,10.1,0.825,8.3,3.8,1.4,0.4,3.3,3,26.1,301,6618,3034,877,534,0.428,0.36,0.752,22,10.1,2.9,1.8,9.6,0.07,-2.1,-0.2
2011,14,Marcus Morris,21.299,81,Big,University of Kansas,2010-11,38,1076,8.9,15.7,0.57,8,12.8,0.62,1,2.8,0.342,5.5,8,0.688,10.8,2.3,1.2,0.9,2.5,3.6,24.3,416,10916,4513,1767,647,0.428,0.355,0.717,26.2,10.8,4.2,1.6,19,0.084,-0.4,4.5
2011,7,Bismack Biyombo,18.303,13,,,,,,,,,,,,,,,,,,,,,,,,,9557,2176,2945,189,0.512,0,0.553,21.4,4.9,6.6,0.4,18,0.09,-2.1,-0.2,
2011,26,Jordan Hamilton,20.265,79,Guard,University of Texas at Austin,2010-11,36,1159,8.4,19.1,0.44,5.3,11,0.481,3.1,8.1,0.385,3.3,4.2,0.779,9.5,2.6,1.1,0.8,2.7,2.2,23.2,151,2100,890,429,127,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3,0.069,-1.5,0.3
2011,33,Kyle Singler,23.055,80,Big,Duke University,2010-11,37,1286,6.8,15.8,0.43,4.9,9.8,0.497,1.9,6,0.321,3.9,4.8,0.806,7.9,1.9,1.1,0.4,2.2,3,19.4,344,7735,2303,1016,270,0.419,0.362,0.793,22.5,6.7,3,0.8,10.1,0.062,-1.6,0.9
2011,41,Darius Morris,20.176,76,Guard,University of Michigan,2010-11,35,1219,6.6,13.5,0.489,6.1,11.4,0.533,0.5,2.1,0.25,3.5,5,0.715,4.6,7.7,1.2,0,3.4,2.4,17.3,132,1464,430,126,189,0.384,0.322,0.63,11.1,3.3,1,1.4,-0.3,-0.01,-5.6,-1.3
2011,20,Donatas Motiejunas,20.281,13,,,,,,,,,,,,,,,,,,,,,,,,,4553,1826,949,270,0.469,0.3,0.6,18.4,7.4,3.8,1.1,7.2,0.076,-2,0,
2011,22,Kenneth Faried,21.221,80,Big,Morehead State University,2010-11,35,1216,7.7,12.3,0.623,7.7,12.3,0.623,0,0,,4.6,7.9,0.577,16.7,1.2,2.2,2.7,3,3.6,19.9,409,10539,4858,3478,432,0.545,0.105,0.653,25.8,11.9,8.5,1.1,34.6,0.158,1.5,9.2
2011,39,Jeremy Tyler,20.007,13,,,,,,,,,,,,,,,,,,,,,,,,,1034,373,269,25,0.45,0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-6.6,-1.2,
2011,56,Chukwudiebere Maduabum,20.101,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,60,Isaiah Thomas,22.141,68,Guard,University of Washington,2010-11,35,1115,6.7,15.1,0.445,4.6,9,0.512,2.2,6.2,0.349,5.4,7.5,0.719,4.4,7.6,1.7,0.1,3.7,2.7,21.1,441,13214,8437,1140,2278,0.443,0.367,0.876,30,19.1,2.6,5.2,45.4,0.165,2.5,14.9
2011,55,E'Twaun Moore,22.12,76,Guard,Purdue University,2010-11,34,1152,7.7,17.2,0.447,5.2,11.1,0.473,2.4,6.1,0.4,3.5,4.9,0.709,6.1,3.8,1.4,0.6,2.1,2.5,21.3,380,7106,2489,667,648,0.435,0.369,0.749,18.7,6.6,1.8,1.7,7.5,0.051,-2.2,-0.4
2011,52,Vernon Macklin,24.282,81,Big,University of Florida,2010-11,37,905,8.4,14.2,0.593,8.4,14.2,0.593,0,0,,2,4.5,0.451,8.8,1.3,0.6,1.1,2.8,4,18.9,23,135,46,34,5,0.543,,0.571,5.9,2,1.5,0.2,0.5,0.161,-0.6,0
2011,10,Jimmer Fredette,22.123,74,Guard,Brigham Young University,2010-11,37,1323,10.5,23.1,0.452,6.7,13.7,0.491,3.7,9.5,0.396,7.6,8.5,0.894,3.8,4.8,1.5,0,4,1.5,32.3,235,3148,1416,236,323,0.412,0.381,0.876,13.4,6,1,1.4,2.4,0.037,-4,-1.6
2011,15,Kawhi Leonard,19.364,79,Big,San Diego State University,2010-11,36,1172,7.2,16.2,0.444,6.3,13.3,0.478,0.9,2.9,0.291,3.8,4.9,0.759,13,3.1,1.7,0.7,2.6,3,19,398,12154,6508,2469,903,0.495,0.388,0.847,30.5,16.4,6.2,2.3,55.4,0.219,6.3,25.4
2011,32,Justin Harper,21.302,82,Big,University of Richmond,2010-11,37,1178,8.3,15.6,0.534,5.7,9.7,0.585,2.6,5.8,0.448,3.2,4,0.797,8.7,1.5,0.8,1.6,1.9,2.8,22.4,22,150,45,18,4,0.34,0.276,0.333,6.8,2,0.8,0.2,-0.3,-0.093,-8.4,-0.2
2011,21,Nolan Smith,22.338,74,Guard,Duke University,2010-11,37,1259,8.3,18,0.458,6.4,12.9,0.501,1.8,5.2,0.35,5.9,7.3,0.813,5.3,6,1.4,0.1,3.7,2.3,24.3,84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1,1.2,-0.8,-0.047,-6.5,-0.9
2011,17,Iman Shumpert,21.002,77,Guard,Georgia Institute of Technology,2010-11,31,992,7.1,17.6,0.406,5.4,11.5,0.474,1.7,6.1,0.278,5.7,7.1,0.806,7.4,4.4,3.4,0.2,2.9,3.5,21.7,370,9461,2737,1276,704,0.396,0.34,0.764,25.6,7.4,3.4,1.9,11.6,0.059,-0.3,4.1
2011,16,Nikola Vucevic,20.247,82,Big,University of Southern California,2010-11,34,1187,7.2,14.4,0.505,6.3,11.6,0.542,1,2.8,0.349,4.1,5.5,0.755,11.8,1.8,0.6,1.6,2,3.2,19.6,399,11912,5807,3954,812,0.502,0.297,0.719,29.9,14.6,9.9,2,28.1,0.113,0.7,8
